Customer_ID,recency_days,frequency,monetary,freq_trend,monetary_trend,recency_trend,consec_inactive_months,gap_mean,gap_std,freq_last3_vs_first3,monetary_cv,active_month_ratio,label_3class,label_binary,country,prob_active_b1,prob_regular_b1,prob_silent_b1,pred_b1,prob_active_b2,prob_regular_b2,prob_silent_b2,pred_b2,in_test_set
12391,272,5,2285.18,-0.6666666666666666,-250.16333333333333,-123.33333333333334,8.0,95.5,37.5,0.0,2.4533797933941806,0.16666666666666666,0,0,Cyprus,0.9003795,0.09942056,0.00019994602,0,0.8160238095238097,0.18064285714285713,0.003333333333333333,0,False
12393,53,5,1877.95,0.3333333333333333,140.53333333333333,-493.6666666666667,10.0,60.333333333333336,16.21384867602041,1.3333333333333333,1.951673648471766,0.2222222222222222,0,0,Australia,0.9869899,0.013007305,2.7270926e-06,0,0.9839285714285714,0.01607142857142857,0.0,0,False
12395,19,9,2948.26,1.0,194.42999999999998,-522.3333333333334,4.0,64.83333333333333,24.54530957682592,2.0,1.6362240626803128,0.3888888888888889,0,0,Belgium,0.9975018,0.0024908807,7.3791125e-06,0,0.9615714285714287,0.03842857142857143,0.0,0,True
12399,21,5,1532.6000000000001,0.6666666666666666,241.3166666666667,-521.6666666666666,3.0,107.5,34.528973341239094,1.6666666666666665,1.6947378026784867,0.2777777777777778,0,0,Belgium,0.99722654,0.00274369,2.971998e-05,0,0.9457142857142855,0.05428571428571429,0.0,0,False
12402,131,6,1136.9,-0.3333333333333333,-58.9,-269.33333333333337,4.0,69.0,7.042726744663604,0.0,1.4975660565333924,0.3333333333333333,1,1,Belgium,0.051008407,0.94897866,1.2912589e-05,1,0.2165238095238095,0.7756428571428573,0.007833333333333333,1,False
12406,207,3,2975.06,-0.3333333333333333,-293.73333333333335,-27.666666666666657,6.0,148.5,47.5,0.0,2.323939109863973,0.16666666666666666,0,0,Denmark,0.68060255,0.31869268,0.00070473127,0,0.6143333333333334,0.3856666666666667,0.0,0,True
12407,43,2,450.96,0.6666666666666666,150.32000000000002,-522.0,15.0,28.0,0.0,1.6666666666666665,2.834712361770727,0.1111111111111111,0,0,Belgium,0.9998553,0.0001436745,9.895257e-07,0,0.995,0.005,0.0,0,True
12408,68,5,2049.81,0.6666666666666666,254.1966666666667,-506.6666666666667,7.0,79.0,33.34666400106613,1.6666666666666665,2.2088250120723574,0.2222222222222222,0,0,Belgium,0.977999,0.02199306,8.005464e-06,0,0.9330833333333334,0.06691666666666667,0.0,0,False
12409,228,4,12346.619999999999,0.0,0.0,-346.66666666666663,7.0,47.666666666666664,40.00277768133385,1.0,2.7751819550628793,0.2222222222222222,0,0,Switzerland,0.7050415,0.29492098,3.747519e-05,0,0.5009701107715815,0.49402988922841856,0.005,0,False
12410,116,3,773.71,0.0,0.0,-458.6666666666667,7.0,193.0,0.0,1.0,3.0479907646580426,0.1111111111111111,1,1,Switzerland,0.8914679,0.10845499,7.710597e-05,0,0.889051105163565,0.11087886179929646,7.00330371383003e-05,0,True
12412,210,3,1262.05,0.0,0.0,-364.66666666666663,6.0,68.5,16.5,1.0,2.49202882748648,0.16666666666666666,0,0,Denmark,0.9014704,0.09851487,1.4685088e-05,0,0.7580952885690752,0.24190471143092473,0.0,0,False
12413,44,3,695.25,0.3333333333333333,28.21666666666667,-497.0,11.0,82.5,17.5,1.3333333333333333,2.69819187532817,0.16666666666666666,0,0,France,0.9185559,0.08141269,3.1416614e-05,0,0.8366666666666664,0.16333333333333336,0.0,0,False
12414,25,4,532.41,0.6666666666666666,109.55,-515.3333333333334,9.0,81.66666666666667,58.379981348251754,1.6666666666666665,1.9883517248913671,0.2222222222222222,1,1,Austria,0.12575981,0.8742024,3.780961e-05,1,0.2872976190476191,0.712702380952381,0.0,1,False
12415,11,10,70002.74,1.0,1042.5394666666666,-511.6666666666667,6.0,45.857142857142854,26.72306960249125,2.0,1.5980154900043337,0.4444444444444444,0,0,Australia,0.9977076,0.0022906626,1.744271e-06,0,0.9743333333333334,0.025666666666666667,0.0,0,False
12417,33,15,4044.39,-0.33333333333333337,23.383333333333297,-10.666666666666668,1.0,45.18181818181818,15.307860023935307,0.6666666666666666,0.8828344420272688,0.6666666666666666,0,0,Belgium,0.9900642,0.00946117,0.00047464418,0,0.9883333333333333,0.0,0.011666666666666667,0,False
12418,221,3,1352.62,0.0,0.0,-353.66666666666663,7.0,107.5,54.5,1.0,2.2776509303233166,0.16666666666666666,0,0,Switzerland,0.83171564,0.1682676,1.6812743e-05,0,0.8901666666666668,0.10983333333333334,0.0,0,False
12421,127,3,365.01,0.0,0.0,-447.6666666666667,7.0,93.0,3.0,1.0,2.502190680010153,0.16666666666666666,0,0,Spain,0.9021192,0.097867765,1.29960345e-05,0,0.8479834274769509,0.15201657252304895,0.0,0,False
12422,132,10,3194.29,-0.6666666666666666,-245.75,77.66666666666666,4.0,49.0,18.207141456033124,0.0,1.2279028727113213,0.5,0,0,Switzerland,0.9740505,0.024559988,0.0013894296,0,0.9676190476190475,0.02613095238095238,0.00625,0,False
12423,8,7,1883.85,1.0,282.1766666666667,-530.3333333333334,8.0,43.666666666666664,20.62091710429539,2.0,1.3281944652632967,0.3888888888888889,0,0,Belgium,0.99982846,0.0001714497,1.1750723e-07,0,0.9920833333333334,0.007916666666666667,0.0,0,False
12424,230,2,1579.07,0.0,0.0,-344.66666666666663,7.0,125.0,0.0,1.0,3.1142476107910446,0.1111111111111111,0,0,Australia,0.979704,0.020283958,1.20107225e-05,0,0.9295519742461757,0.07033374492907533,0.00011428082474891975,0,False
12427,179,1,249.5,0.0,0.0,-395.66666666666663,12.0,0.0,0.0,1.0,4.123105625617661,0.05555555555555555,0,0,Germany,0.972645,0.027336903,1.8047613e-05,0,0.8817676464135238,0.11821480972682724,1.7543859649122806e-05,0,True
12428,50,5,5119.34,1.6666666666666667,1042.5394666666666,-520.6666666666666,15.0,11.0,0.0,2.666666666666667,3.9120618688377364,0.1111111111111111,0,0,Finland,0.9909281,0.009056555,1.5353347e-05,0,0.863404761904762,0.1365952380952381,0.0,0,True
12429,35,6,3973.4900000000002,0.3333333333333333,127.32666666666667,-493.6666666666667,6.0,105.66666666666667,25.315783394730033,1.3333333333333333,2.0367779179495495,0.2222222222222222,0,0,Denmark,0.9547998,0.04519015,1.01346495e-05,0,0.9080833333333332,0.09191666666666666,0.0,0,False
12431,8,17,6803.3,0.3333333333333333,-12.673333333333346,-167.33333333333334,2.0,44.45454545454545,21.158981056252287,2.0,0.9557603959589909,0.6666666666666666,0,0,Australia,0.9996152,0.00026214367,0.00012263973,0,0.9814999999999999,0.00475,0.01375,0,False
12433,174,5,7205.39,0.0,0.0,-400.66666666666663,8.0,36.333333333333336,9.285592184789413,1.0,2.4760593413891065,0.2222222222222222,0,0,Norway,0.9686696,0.03132334,7.118845e-06,0,0.8204358084293318,0.17956419157066797,0.0,0,False
12434,68,2,583.54,0.3333333333333333,95.41666666666667,-506.6666666666667,11.0,120.0,0.0,1.3333333333333333,2.8289965289802543,0.1111111111111111,0,0,Australia,0.95839673,0.04158173,2.153469e-05,0,0.9076499999999998,0.09234999999999999,0.0,0,False
12435,75,5,10075.03,0.0,990.3300000000002,-14.666666666666664,4.0,117.0,30.116440692751194,1.0,1.9514235800693636,0.2777777777777778,0,0,Denmark,0.95502204,0.042826205,0.0021517638,0,0.8271666666666668,0.16033333333333333,0.0125,0,False
12437,6,28,8594.08,0.33333333333333326,-609.8466666666668,-12.333333333333332,1.0,37.92857142857143,15.10659404609356,1.3333333333333333,0.8077566830857896,0.8333333333333334,0,0,France,0.99966335,0.000102614315,0.00023409151,0,0.9975,0.0025,0.0,0,False
12449,246,1,678.6,0.0,0.0,-328.66666666666663,9.0,0.0,0.0,1.0,4.12310562561766,0.05555555555555555,0,0,Belgium,0.9677633,0.032228693,7.999869e-06,0,0.8906957841474451,0.109143414304305,0.0001608015482498413,0,False
12450,207,3,490.32,0.0,0.0,-367.66666666666663,8.0,37.0,15.0,1.0,2.3800897918128037,0.16666666666666666,0,0,Spain,0.90682167,0.093164064,1.4282743e-05,0,0.7959201058912329,0.20407989410876698,0.0,0,False
12451,26,5,8942.18,0.3333333333333333,796.1033333333334,-478.0,6.0,103.33333333333333,29.4542960458327,1.3333333333333333,1.9338071733678923,0.2222222222222222,0,0,Switzerland,0.9955277,0.0044704317,1.9039873e-06,0,0.9640476190476192,0.03595238095238095,0.0,0,False
12454,203,3,12931.44,0.0,0.0,-371.66666666666663,10.0,20.0,0.0,1.0,3.0341252934553684,0.1111111111111111,0,0,Spain,0.881552,0.118431896,1.616587e-05,0,0.8799128935800326,0.12000258749997993,8.4518919987015e-05,0,False
12455,104,5,5066.99,-0.3333333333333333,-545.4766666666667,30.33333333333333,4.0,105.5,38.01644381054072,0.0,1.9023666906222765,0.2777777777777778,0,0,Cyprus,0.9520134,0.04774629,0.00024028866,0,0.762809523809524,0.23094047619047614,0.00625,0,True
12456,62,1,780.17,0.3333333333333333,260.0566666666667,-512.6666666666666,15.0,0.0,0.0,1.3333333333333333,4.1231056256176615,0.05555555555555555,0,0,Switzerland,0.99985087,0.00014814963,9.546641e-07,0,0.998712962962963,0.001287037037037037,0.0,0,False
12457,41,4,1419.93,1.0,302.4166666666667,-466.3333333333333,9.0,201.0,0.0,2.0,2.9487209306488853,0.1111111111111111,0,0,Switzerland,0.8909112,0.10896002,0.00012870823,0,0.7118899988899989,0.28811000111000107,0.0,0,False
12458,92,3,1077.01,0.0,0.0,-482.6666666666667,8.0,101.0,41.0,1.0,2.2371005534507606,0.16666666666666666,0,0,Switzerland,0.9561421,0.0437817,7.619707e-05,0,0.8592553246973778,0.1407446753026223,0.0,0,False
12463,14,2,575.9499999999999,0.6666666666666666,191.98333333333335,-352.0,16.0,34.0,0.0,1.6666666666666665,2.841964046082289,0.1111111111111111,0,0,Belgium,0.9938403,0.0061531174,6.6436046e-06,0,0.9901785714285714,0.009821428571428571,0.0,0,True
12464,8,4,439.84999999999997,0.6666666666666666,50.333333333333336,-510.6666666666667,14.0,83.0,0.0,1.6666666666666665,2.980602119301,0.1111111111111111,0,0,Belgium,0.9704149,0.029559685,2.546663e-05,0,0.8440833333333334,0.15591666666666668,0.0,0,False
12468,124,4,2765.79,-0.3333333333333333,-135.07666666666668,-100.66666666666667,5.0,121.66666666666667,62.622324737712795,0.0,2.5220732126794925,0.2222222222222222,0,0,Germany,0.86520445,0.13298604,0.0018095338,0,0.7365815826330534,0.2600850840336134,0.003333333333333333,0,False
12471,18,56,24975.17,-2.0,-816.3199999999999,14.0,1.0,31.25,11.216617137087278,0.5,0.6858854441174997,0.9444444444444444,0,0,Germany,0.99533856,0.00094814005,0.0037133328,0,0.9933333333333333,0.0,0.006666666666666666,0,False
12472,75,15,11754.02,-0.6666666666666667,-520.5933333333334,21.000000000000004,2.0,40.90909090909091,13.138801283737939,0.3333333333333333,0.8339063655310361,0.6666666666666666,0,0,Germany,0.99170274,0.0017151508,0.006582141,0,0.9591666666666667,0.0025,0.03833333333333333,0,False
12474,8,19,7083.79,1.0,509.6833333333334,-353.66666666666663,2.0,42.0,16.82530561656783,4.0,0.9785962310136778,0.6666666666666666,0,0,Germany,0.99609464,0.0039037806,1.5407508e-06,0,0.9916666666666666,0.008333333333333333,0.0,0,False
12476,26,12,8488.59,0.6666666666666666,484.29,-516.6666666666666,7.0,34.875,19.927603343101747,1.6666666666666665,1.5168939922393863,0.5,0,0,Germany,0.9973145,0.0026850572,4.0418686e-07,0,0.9577424242424243,0.042257575757575765,0.0,0,False
12477,47,5,11633.6,0.3333333333333333,740.34,-507.0,3.0,95.75,22.69774217846348,1.3333333333333333,1.6200192445354549,0.2777777777777778,0,0,Germany,0.9973137,0.0026776535,8.678732e-06,0,0.9543333333333334,0.04566666666666666,0.0,0,False
12480,75,5,3338.49,0.3333333333333333,215.00666666666666,-499.6666666666667,7.0,59.5,19.085334683992315,1.3333333333333333,1.6789361536967542,0.2777777777777778,0,0,Germany,0.9962999,0.0036991143,1.0344279e-06,0,0.985,0.015,0.0,0,False
12481,12,11,8789.74,1.3333333333333333,515.2066666666666,-528.0,4.0,57.0,44.79158084155676,2.333333333333333,1.5460102038640067,0.4444444444444444,0,0,Germany,0.99282634,0.007152021,2.163088e-05,0,0.899797619047619,0.10020238095238096,0.0,0,False
12482,384,27,21941.72,-1.6666666666666667,-2145.92,-10.666666666666686,12.0,38.0,15.0,0.0,2.521724607985818,0.16666666666666666,1,1,Sweden,0.2952401,0.7044123,0.00034763798,1,0.16245833333333334,0.8375416666666667,0.0,1,True
12483,13,15,2872.86,0.33333333333333337,32.66666666666667,-153.33333333333334,2.0,52.0,34.69550082903802,1.5,1.219509075716958,0.5555555555555556,0,0,Sweden,0.9812149,0.018772826,1.230317e-05,0,0.9422619047619046,0.05607142857142858,0.0016666666666666666,0,False
12484,144,6,2644.45,-1.0,-207.04999999999998,-68.66666666666667,4.0,85.5,63.23171672507397,0.0,2.1461242905129847,0.2777777777777778,0,0,Spain,0.9442236,0.054699373,0.0010769805,0,0.9062500000000001,0.09125000000000001,0.0025,0,False
12490,22,12,4974.43,-0.6666666666666667,-333.65333333333336,51.666666666666664,3.0,51.9,27.551587976013288,0.3333333333333333,0.8800274686543432,0.6111111111111112,0,0,France,0.9874467,0.001456016,0.011097234,0,0.9585833333333332,0.007916666666666666,0.0335,0,False
12492,211,1,380.0,0.0,0.0,-363.66666666666663,11.0,0.0,0.0,1.0,4.123105625617661,0.05555555555555555,0,0,Germany,0.9151524,0.08482224,2.5339968e-05,0,0.8368093140476538,0.16312889430508665,6.179164725974228e-05,0,False
12494,4,6,1104.81,0.3333333333333333,122.36333333333334,-504.6666666666667,5.0,94.25,43.91113184603649,1.3333333333333333,1.8607384369305797,0.2777777777777778,0,0,France,0.89661914,0.10322299,0.00015788435,0,0.7599166666666666,0.24008333333333326,0.0,0,True
12497,208,2,5043.400000000001,0.0,0.0,-366.66666666666663,7.0,244.0,0.0,1.0,3.3266274209652367,0.1111111111111111,0,0,Germany,0.8396612,0.16024658,9.229245e-05,0,0.7824189192994997,0.2174667998757516,0.00011428082474891975,0,False
12500,74,11,2637.59,-0.33333333333333337,-54.869999999999976,-320.33333333333337,3.0,54.57142857142857,32.350125382212944,0.6666666666666666,1.3477712601113772,0.4444444444444444,0,0,Germany,0.9753975,0.003922647,0.02067981,0,0.7650654761904764,0.00625,0.22868452380952375,0,False
12502,25,3,1478.65,0.6666666666666666,324.46666666666664,-515.6666666666666,14.0,45.5,4.5,1.6666666666666665,2.257707478576265,0.16666666666666666,0,0,Spain,0.9962973,0.0036980677,4.657127e-06,0,0.9654642857142857,0.03453571428571429,0.0,0,False
12504,225,2,261.0,0.0,0.0,-349.66666666666663,7.0,179.0,0.0,1.0,2.846939654846115,0.1111111111111111,0,0,Germany,0.9823204,0.017651754,2.785474e-05,0,0.9324270424508435,0.06745867672440747,0.00011428082474891975,0,False
12507,106,2,817.41,0.0,0.0,-468.6666666666667,8.0,286.0,0.0,1.0,2.848986888110534,0.1111111111111111,0,0,Spain,0.8394405,0.16044882,0.00011070315,0,0.7878120674752774,0.21211789948758406,7.00330371383003e-05,0,False
12510,133,6,2821.51,-1.0,-412.4466666666667,82.0,5.0,81.2,57.52008344917452,0.0,1.749593783876154,0.3333333333333333,0,0,Spain,0.99341476,0.006575288,9.874041e-06,0,0.9405000000000002,0.05949999999999999,0.0,0,False
12516,238,2,1102.56,0.0,0.0,-336.66666666666663,7.0,168.0,0.0,1.0,2.837568044422216,0.1111111111111111,0,0,Germany,0.95923007,0.04072392,4.6043588e-05,0,0.8783561613641995,0.1215471016707009,9.673696509979696e-05,0,False
12520,12,3,1517.56,1.0,505.8533333333333,-526.0,15.0,55.0,0.0,2.0,3.147370509156393,0.1111111111111111,0,0,Germany,0.99110186,0.008889578,8.515893e-06,0,0.9333214285714285,0.06667857142857142,0.0,0,False
12523,60,16,2792.77,-0.33333333333333337,-101.3,2.6666666666666643,1.0,39.416666666666664,16.64060462309655,0.6666666666666666,0.9172978424585423,0.7222222222222222,0,0,France,0.9973097,3.8073216e-05,0.002652209,0,0.9884999999999999,0.0,0.0115,0,False
12524,12,14,8321.77,0.6666666666666667,422.58333333333337,-336.66666666666663,4.0,51.22222222222222,33.99600557509262,3.0,1.1305489835506277,0.5555555555555556,0,0,Germany,0.9735126,0.026484905,2.4602268e-06,0,0.9629166666666668,0.03708333333333333,0.0,0,False
12525,306,3,883.73,0.0,0.0,-268.6666666666667,10.0,74.0,16.0,1.0,2.507821524919926,0.16666666666666666,1,1,France,0.1455013,0.8543117,0.00018696308,1,0.24083753501400568,0.7554124649859947,0.00375,1,False
12527,102,4,653.72,0.0,0.0,-472.6666666666667,6.0,77.33333333333333,64.1318087136866,1.0,2.161346004802723,0.2222222222222222,0,0,Germany,0.8966721,0.1032768,5.1035753e-05,0,0.8514891464311993,0.14851085356880056,0.0,0,False
12528,84,2,681.66,0.3333333333333333,80.71,-490.6666666666667,13.0,36.0,0.0,1.3333333333333333,2.9588421105924785,0.1111111111111111,0,0,Germany,0.9192898,0.08069358,1.6539365e-05,0,0.8566031746031745,0.14339682539682538,0.0,0,False
12530,41,7,2595.98,0.3333333333333333,127.2,-499.3333333333333,3.0,67.5,33.40533889465375,1.3333333333333333,1.2849207730297503,0.3888888888888889,0,0,Germany,0.99005413,0.0099414755,4.3421933e-06,0,0.928125,0.071875,0.0,0,False
12539,70,6,10136.09,-0.3333333333333333,-1354.3566666666668,1.3333333333333357,8.0,151.0,86.9750922199377,0.5,2.439975253937872,0.2222222222222222,0,0,Spain,0.96100634,0.016737118,0.022256503,0,0.746638888888889,0.021944444444444447,0.2314166666666667,0,False
12540,0,21,12834.78,0.0,608.8266666666666,-9.333333333333334,1.0,35.4,17.962182495454165,1.0,0.7075341759861606,0.8888888888888888,0,0,Spain,0.99984264,0.00015460188,2.7562264e-06,0,0.99375,0.00625,0.0,0,False
12541,88,1,284.40000000000003,0.3333333333333333,94.80000000000001,-486.6666666666667,15.0,0.0,0.0,1.3333333333333333,4.123105625617661,0.05555555555555555,0,0,Spain,0.9979547,0.0020400924,5.201568e-06,0,0.9957962962962962,0.004203703703703704,0.0,0,False
12547,5,3,299.58,0.6666666666666666,50.6,-514.3333333333334,7.0,150.5,68.5,1.6666666666666665,2.6318031899755736,0.16666666666666666,1,1,Spain,0.13134257,0.86863124,2.6190031e-05,1,0.1885595238095238,0.8114404761904761,0.0,1,False
12549,383,5,1570.68,-1.0,-384.79,158.99999999999997,12.0,106.0,0.0,0.0,3.16025955501462,0.1111111111111111,1,1,USA,0.06432944,0.9355528,0.00011777017,1,0.22756168831168833,0.7724383116883118,0.0,1,True
12553,12,7,2327.09,1.0,300.67,-526.0,10.0,43.2,9.682974749528164,2.0,1.6752812099122834,0.3333333333333333,0,0,France,0.9984151,0.0015842557,6.6864345e-07,0,0.995,0.005,0.0,0,False
12557,64,6,10959.800000000001,0.0,-378.38,-10.666666666666664,5.0,92.8,48.22198668657275,1.0,1.6767355355955507,0.3333333333333333,0,0,Spain,0.98828065,0.0022550058,0.009464377,0,0.8314047619047618,0.0008333333333333333,0.16776190476190475,0,False
12562,6,3,1432.14,0.3333333333333333,130.32,-444.0,9.0,118.0,69.0,1.3333333333333333,2.3232834833500213,0.16666666666666666,0,0,France,0.92178696,0.078194216,1.8854686e-05,0,0.8629166666666667,0.13708333333333333,0.0,0,False
12567,9,9,5602.52,0.0,42.97666666666669,-318.66666666666663,2.0,66.0,29.384155108298952,1.0,1.5086675978245747,0.4444444444444444,0,0,France,0.995739,0.004238951,2.2079877e-05,0,0.9541666666666666,0.03791666666666667,0.007916666666666666,0,False
12569,26,5,840.32,1.6666666666666667,280.1066666666666,-348.66666666666663,16.0,20.0,0.0,2.666666666666667,3.0052404177415672,0.1111111111111111,0,0,Germany,0.99299604,0.0069951997,8.791246e-06,0,0.9668968253968253,0.03310317460317461,0.0,0,False
12573,35,5,717.41,0.3333333333333333,53.51333333333334,-488.3333333333333,8.0,78.66666666666667,53.27496806401879,1.3333333333333333,1.9160679461874657,0.2222222222222222,1,1,France,0.18638153,0.81354886,6.959043e-05,1,0.34090476190476193,0.6590952380952383,0.0,1,False
12576,26,5,1168.54,0.3333333333333333,51.6,-491.3333333333333,7.0,76.25,10.280442597476044,1.3333333333333333,1.67364177139861,0.2777777777777778,0,0,Poland,0.9573331,0.04266115,5.7458274e-06,0,0.9101666666666666,0.08983333333333335,0.0,0,False
12577,167,6,1186.3899999999999,-0.3333333333333333,-70.18333333333334,78.33333333333334,9.0,125.33333333333333,138.07999999999993,0.0,2.0119483617231735,0.2222222222222222,0,0,France,0.87532336,0.12458921,8.744722e-05,0,0.6622142857142856,0.3377857142857143,0.0,0,False
12578,138,3,3036.6,0.0,0.0,-436.6666666666667,9.0,56.0,2.0,1.0,2.345151449430956,0.16666666666666666,0,0,Italy,0.95777094,0.04221862,1.0490938e-05,0,0.8738275833211069,0.1261724166788931,0.0,0,False
12582,46,4,1820.4,0.3333333333333333,62.06666666666666,-512.0,5.0,112.66666666666667,45.82818152864264,1.3333333333333333,2.3047517802960575,0.2222222222222222,1,1,Finland,0.0769226,0.92304003,3.737155e-05,1,0.32491025641025645,0.6750897435897436,0.0,1,False
12583,8,17,8614.59,0.0,-73.55999999999995,-2.0,1.0,37.5,18.991539469684163,1.0,0.5969267465067972,0.8333333333333334,0,0,France,0.99788517,6.470045e-05,0.0020501318,0,0.9808333333333333,0.0,0.019166666666666665,0,False
