Customer_ID,YearMonth,freq_t,monetary_t,recency_t
12359,2010-05-01,0,0.0,68.0
12359,2010-06-01,1,489.8,7.0
12359,2010-07-01,0,0.0,38.0
12359,2010-08-01,0,0.0,69.0
12359,2010-09-01,0,0.0,99.0
12359,2010-10-01,1,551.33,20.0
12359,2010-11-01,0,0.0,50.0
12359,2010-12-01,0,0.0,81.0
12359,2011-01-01,1,547.5,18.0
12359,2011-02-01,1,1838.9099999999999,20.0
12359,2011-03-01,0,0.0,51.0
12359,2011-04-01,0,0.0,81.0
12359,2011-05-01,0,0.0,112.0
12360,2009-12-01,0,0.0,543.0
12360,2010-01-01,0,0.0,543.0
12360,2010-02-01,1,118.00000000000001,5.0
12360,2010-03-01,0,0.0,36.0
12360,2010-04-01,0,0.0,66.0
12360,2010-05-01,1,502.03999999999996,5.0
12360,2010-06-01,0,0.0,35.0
12360,2010-07-01,0,0.0,66.0
12360,2010-08-01,0,0.0,97.0
12360,2010-09-01,0,0.0,127.0
12360,2010-10-01,0,0.0,158.0
12360,2010-11-01,1,690.79,17.0
12360,2010-12-01,0,0.0,48.0
12360,2011-01-01,0,0.0,79.0
12360,2011-02-01,0,0.0,107.0
12360,2011-03-01,0,0.0,138.0
12360,2011-04-01,0,0.0,168.0
12360,2011-05-01,1,923.5799999999999,7.0
12361,2009-12-01,0,0.0,543.0
12361,2010-01-01,1,94.19999999999999,4.0
12361,2010-02-01,0,0.0,32.0
12361,2010-03-01,0,0.0,63.0
12361,2010-04-01,0,0.0,93.0
12361,2010-05-01,1,83.15,21.0
12361,2010-06-01,0,0.0,51.0
12361,2010-07-01,0,0.0,82.0
12361,2010-08-01,0,0.0,113.0
12361,2010-09-01,1,99.0,26.0
12361,2010-10-01,0,0.0,57.0
12361,2010-11-01,0,0.0,87.0
12361,2010-12-01,0,0.0,118.0
12361,2011-01-01,0,0.0,149.0
12361,2011-02-01,1,174.9,2.0
12361,2011-03-01,0,0.0,33.0
12361,2011-04-01,0,0.0,63.0
12361,2011-05-01,0,0.0,94.0
12362,2009-12-01,0,0.0,543.0
12362,2010-01-01,0,0.0,543.0
12362,2010-02-01,0,0.0,543.0
12362,2010-03-01,0,0.0,543.0
12362,2010-04-01,0,0.0,543.0
12362,2010-05-01,0,0.0,543.0
12362,2010-06-01,0,0.0,543.0
12362,2010-07-01,0,0.0,543.0
12362,2010-08-01,0,0.0,543.0
12362,2010-09-01,0,0.0,543.0
12362,2010-10-01,0,0.0,543.0
12362,2010-11-01,0,0.0,543.0
12362,2010-12-01,0,0.0,543.0
12362,2011-01-01,0,0.0,543.0
12362,2011-02-01,1,434.09999999999997,10.0
12362,2011-03-01,0,0.0,41.0
12362,2011-04-01,1,450.24,1.0
12362,2011-05-01,0,0.0,32.0
12369,2009-12-01,0,0.0,543.0
12369,2010-01-01,0,0.0,543.0
12369,2010-02-01,0,0.0,543.0
12369,2010-03-01,1,308.32,22.0
12369,2010-04-01,0,0.0,52.0
12369,2010-05-01,0,0.0,83.0
12369,2010-06-01,0,0.0,113.0
12369,2010-07-01,0,0.0,144.0
12369,2010-08-01,0,0.0,175.0
12369,2010-09-01,1,1059.48,13.0
12369,2010-10-01,1,143.35,8.0
12369,2010-11-01,0,0.0,38.0
12369,2010-12-01,0,0.0,69.0
12369,2011-01-01,0,0.0,100.0
12369,2011-02-01,0,0.0,128.0
12369,2011-03-01,0,0.0,159.0
12369,2011-04-01,0,0.0,189.0
12369,2011-05-01,0,0.0,220.0
12370,2009-12-01,0,0.0,543.0
12370,2010-01-01,0,0.0,543.0
12370,2010-02-01,1,402.96,18.0
12370,2010-03-01,2,131.66,5.0
12370,2010-04-01,0,0.0,35.0
12370,2010-05-01,0,0.0,66.0
12370,2010-06-01,0,0.0,96.0
12370,2010-07-01,0,0.0,127.0
12370,2010-08-01,0,0.0,158.0
12370,2010-09-01,0,0.0,188.0
12370,2010-10-01,0,0.0,219.0
12370,2010-11-01,0,0.0,249.0
12370,2010-12-01,2,1744.27,13.0
12370,2011-01-01,0,0.0,44.0
12370,2011-02-01,0,0.0,72.0
12370,2011-03-01,1,938.39,20.0
12370,2011-04-01,0,0.0,50.0
12370,2011-05-01,0,0.0,81.0
12371,2009-12-01,0,0.0,543.0
12371,2010-01-01,0,0.0,543.0
12371,2010-02-01,0,0.0,543.0
12371,2010-03-01,2,487.68,26.0
12371,2010-04-01,0,0.0,56.0
12371,2010-05-01,0,0.0,87.0
12371,2010-06-01,0,0.0,117.0
12371,2010-07-01,0,0.0,148.0
12371,2010-08-01,0,0.0,179.0
12371,2010-09-01,0,0.0,209.0
12371,2010-10-01,1,1331.74,4.0
12371,2010-11-01,0,0.0,34.0
12371,2010-12-01,0,0.0,65.0
12371,2011-01-01,0,0.0,96.0
12371,2011-02-01,0,0.0,124.0
12371,2011-03-01,0,0.0,155.0
12371,2011-04-01,0,0.0,185.0
12371,2011-05-01,0,0.0,216.0
12372,2009-12-01,0,0.0,543.0
12372,2010-01-01,0,0.0,543.0
12372,2010-02-01,0,0.0,543.0
12372,2010-03-01,0,0.0,543.0
12372,2010-04-01,0,0.0,543.0
12372,2010-05-01,0,0.0,543.0
12372,2010-06-01,0,0.0,543.0
12372,2010-07-01,0,0.0,543.0
12372,2010-08-01,0,0.0,543.0
12372,2010-09-01,0,0.0,543.0
12372,2010-10-01,0,0.0,543.0
12372,2010-11-01,0,0.0,543.0
12372,2010-12-01,0,0.0,543.0
12372,2011-01-01,0,0.0,543.0
12372,2011-02-01,1,363.22,11.0
12372,2011-03-01,0,0.0,42.0
12372,2011-04-01,0,0.0,72.0
12372,2011-05-01,1,479.7,19.0
12373,2009-12-01,0,0.0,543.0
12373,2010-01-01,0,0.0,543.0
12373,2010-02-01,1,357.90000000000003,23.0
12373,2010-03-01,1,245.15,5.0
12373,2010-04-01,0,0.0,35.0
12373,2010-05-01,0,0.0,66.0
12373,2010-06-01,0,0.0,96.0
12373,2010-07-01,0,0.0,127.0
12373,2010-08-01,0,0.0,158.0
12373,2010-09-01,0,0.0,188.0
12373,2010-10-01,0,0.0,219.0
12373,2010-11-01,0,0.0,249.0
12373,2010-12-01,0,0.0,280.0
12373,2011-01-01,0,0.0,311.0
12373,2011-02-01,1,324.6,26.0
12373,2011-03-01,0,0.0,57.0
12373,2011-04-01,0,0.0,87.0
12373,2011-05-01,0,0.0,118.0
12374,2009-12-01,0,0.0,543.0
12374,2010-01-01,0,0.0,543.0
12374,2010-02-01,0,0.0,543.0
12374,2010-03-01,0,0.0,543.0
12374,2010-04-01,1,1388.54,-1.0
12374,2010-05-01,0,0.0,30.0
12374,2010-06-01,0,0.0,60.0
12374,2010-07-01,0,0.0,91.0
12374,2010-08-01,0,0.0,122.0
12374,2010-09-01,0,0.0,152.0
12374,2010-10-01,1,657.75,16.0
12374,2010-11-01,0,0.0,46.0
12374,2010-12-01,0,0.0,77.0
12374,2011-01-01,0,0.0,108.0
12374,2011-02-01,0,0.0,136.0
12374,2011-03-01,0,0.0,167.0
12374,2011-04-01,0,0.0,197.0
12374,2011-05-01,0,0.0,228.0
12377,2009-12-01,0,0.0,543.0
12377,2010-01-01,0,0.0,543.0
12377,2010-02-01,0,0.0,543.0
12377,2010-03-01,0,0.0,543.0
12377,2010-04-01,1,1210.96,0.0
12377,2010-05-01,0,0.0,31.0
12377,2010-06-01,0,0.0,61.0
12377,2010-07-01,0,0.0,92.0
12377,2010-08-01,0,0.0,123.0
12377,2010-09-01,0,0.0,153.0
12377,2010-10-01,0,0.0,184.0
12377,2010-11-01,1,507.24,6.0
12377,2010-12-01,1,1001.52,10.0
12377,2011-01-01,1,546.6,2.0
12377,2011-02-01,0,0.0,30.0
12377,2011-03-01,0,0.0,61.0
12377,2011-04-01,0,0.0,91.0
12377,2011-05-01,0,0.0,122.0
12379,2009-12-01,0,0.0,543.0
12379,2010-01-01,0,0.0,543.0
12379,2010-02-01,0,0.0,543.0
12379,2010-03-01,0,0.0,543.0
12379,2010-04-01,0,0.0,543.0
12379,2010-05-01,0,0.0,543.0
12379,2010-06-01,1,322.48,6.0
12379,2010-07-01,0,0.0,37.0
12379,2010-08-01,0,0.0,68.0
12379,2010-09-01,0,0.0,98.0
12379,2010-10-01,1,370.5,17.0
12379,2010-11-01,0,0.0,47.0
12379,2010-12-01,0,0.0,78.0
12379,2011-01-01,0,0.0,109.0
12379,2011-02-01,0,0.0,137.0
12379,2011-03-01,0,0.0,168.0
12379,2011-04-01,0,0.0,198.0
12379,2011-05-01,0,0.0,229.0
12380,2009-12-01,0,0.0,543.0
12380,2010-01-01,0,0.0,543.0
12380,2010-02-01,1,1508.65,12.0
12380,2010-03-01,0,0.0,43.0
12380,2010-04-01,0,0.0,73.0
12380,2010-05-01,0,0.0,104.0
12380,2010-06-01,2,2212.35,0.0
12380,2010-07-01,0,0.0,31.0
12380,2010-08-01,1,1061.84,-1.0
12380,2010-09-01,0,0.0,29.0
12380,2010-10-01,0,0.0,60.0
12380,2010-11-01,0,0.0,90.0
12380,2010-12-01,0,0.0,121.0
12380,2011-01-01,0,0.0,152.0
12380,2011-02-01,0,0.0,180.0
12380,2011-03-01,0,0.0,211.0
12380,2011-04-01,0,0.0,241.0
12380,2011-05-01,0,0.0,272.0
12383,2009-12-01,0,0.0,543.0
12383,2010-01-01,0,0.0,543.0
12383,2010-02-01,0,0.0,543.0
12383,2010-03-01,0,0.0,543.0
12383,2010-04-01,0,0.0,543.0
12383,2010-05-01,0,0.0,543.0
12383,2010-06-01,0,0.0,543.0
12383,2010-07-01,0,0.0,543.0
12383,2010-08-01,0,0.0,543.0
12383,2010-09-01,0,0.0,543.0
12383,2010-10-01,0,0.0,543.0
12383,2010-11-01,0,0.0,543.0
12383,2010-12-01,1,555.72,8.0
12383,2011-01-01,1,591.16,18.0
12383,2011-02-01,0,0.0,46.0
12383,2011-03-01,1,285.07,16.0
12383,2011-04-01,1,127.16,14.0
12383,2011-05-01,0,0.0,45.0
12388,2009-12-01,0,0.0,543.0
12388,2010-01-01,0,0.0,543.0
12388,2010-02-01,0,0.0,543.0
12388,2010-03-01,0,0.0,543.0
12388,2010-04-01,0,0.0,543.0
12388,2010-05-01,1,461.62,24.0
12388,2010-06-01,0,0.0,54.0
12388,2010-07-01,0,0.0,85.0
12388,2010-08-01,0,0.0,116.0
12388,2010-09-01,1,658.83,9.0
12388,2010-10-01,0,0.0,40.0
12388,2010-11-01,0,0.0,70.0
12388,2010-12-01,0,0.0,101.0
12388,2011-01-01,1,431.3,13.0
12388,2011-02-01,1,124.05000000000001,20.0
12388,2011-03-01,1,210.9,21.0
12388,2011-04-01,0,0.0,51.0
12388,2011-05-01,0,0.0,82.0
12389,2009-12-01,0,0.0,543.0
12389,2010-01-01,0,0.0,543.0
12389,2010-02-01,1,164.85,5.0
12389,2010-03-01,0,0.0,36.0
12389,2010-04-01,0,0.0,66.0
12389,2010-05-01,1,398.18,9.0
12389,2010-06-01,0,0.0,39.0
12389,2010-07-01,0,0.0,70.0
12389,2010-08-01,0,0.0,101.0
12389,2010-09-01,0,0.0,131.0
12389,2010-10-01,0,0.0,162.0
12389,2010-11-01,1,870.3,27.0
12389,2010-12-01,0,0.0,58.0
12389,2011-01-01,0,0.0,89.0
12389,2011-02-01,0,0.0,117.0
12389,2011-03-01,0,0.0,148.0
12389,2011-04-01,0,0.0,178.0
12389,2011-05-01,0,0.0,209.0
12391,2009-12-01,0,0.0,543.0
12391,2010-01-01,0,0.0,543.0
12391,2010-02-01,2,750.49,5.0
12391,2010-03-01,0,0.0,36.0
12391,2010-04-01,2,1151.7,8.0
12391,2010-05-01,0,0.0,39.0
12391,2010-06-01,0,0.0,69.0
12391,2010-07-01,0,0.0,100.0
12391,2010-08-01,0,0.0,131.0
12391,2010-09-01,1,382.99,28.0
12391,2010-10-01,0,0.0,59.0
12391,2010-11-01,0,0.0,89.0
12391,2010-12-01,0,0.0,120.0
12391,2011-01-01,0,0.0,151.0
12391,2011-02-01,0,0.0,179.0
12391,2011-03-01,0,0.0,210.0
12391,2011-04-01,0,0.0,240.0
12391,2011-05-01,0,0.0,271.0
12393,2009-12-01,0,0.0,543.0
12393,2010-01-01,0,0.0,543.0
12393,2010-02-01,0,0.0,543.0
12393,2010-03-01,0,0.0,543.0
12393,2010-04-01,0,0.0,543.0
12393,2010-05-01,0,0.0,543.0
12393,2010-06-01,0,0.0,543.0
12393,2010-07-01,0,0.0,543.0
12393,2010-08-01,0,0.0,543.0
12393,2010-09-01,0,0.0,543.0
12393,2010-10-01,1,303.8,23.0
12393,2010-11-01,1,513.05,7.0
12393,2010-12-01,0,0.0,38.0
12393,2011-01-01,2,639.5,16.0
12393,2011-02-01,0,0.0,44.0
12393,2011-03-01,0,0.0,75.0
12393,2011-04-01,1,421.6,21.0
12393,2011-05-01,0,0.0,52.0
12395,2009-12-01,0,0.0,543.0
12395,2010-01-01,0,0.0,543.0
12395,2010-02-01,0,0.0,543.0
12395,2010-03-01,0,0.0,543.0
12395,2010-04-01,1,1035.44,13.0
12395,2010-05-01,0,0.0,44.0
12395,2010-06-01,0,0.0,74.0
12395,2010-07-01,0,0.0,105.0
12395,2010-08-01,1,233.38,28.0
12395,2010-09-01,0,0.0,58.0
12395,2010-10-01,1,289.72,1.0
12395,2010-11-01,0,0.0,31.0
12395,2010-12-01,2,589.92,13.0
12395,2011-01-01,0,0.0,44.0
12395,2011-02-01,1,216.51,16.0
12395,2011-03-01,1,281.5,7.0
12395,2011-04-01,0,0.0,37.0
12395,2011-05-01,2,301.79,18.0
12399,2009-12-01,0,0.0,543.0
12399,2010-01-01,0,0.0,543.0
12399,2010-02-01,0,0.0,543.0
12399,2010-03-01,1,190.98,25.0
12399,2010-04-01,0,0.0,55.0
12399,2010-05-01,0,0.0,86.0
12399,2010-06-01,0,0.0,116.0
12399,2010-07-01,1,318.47,22.0
12399,2010-08-01,0,0.0,53.0
12399,2010-09-01,0,0.0,83.0
12399,2010-10-01,0,0.0,114.0
12399,2010-11-01,1,299.20000000000005,10.0
12399,2010-12-01,0,0.0,41.0
12399,2011-01-01,0,0.0,72.0
12399,2011-02-01,0,0.0,100.0
12399,2011-03-01,1,273.05,7.0
12399,2011-04-01,0,0.0,37.0
12399,2011-05-01,1,450.90000000000003,20.0
12402,2009-12-01,0,0.0,543.0
12402,2010-01-01,0,0.0,543.0
12402,2010-02-01,1,176.7,20.0
12402,2010-03-01,0,0.0,51.0
12402,2010-04-01,1,298.65,11.0
12402,2010-05-01,0,0.0,42.0
12402,2010-06-01,0,0.0,72.0
12402,2010-07-01,1,189.9,24.0
12402,2010-08-01,0,0.0,55.0
12402,2010-09-01,1,135.4,14.0
12402,2010-10-01,0,0.0,45.0
12402,2010-11-01,1,140.65,17.0
12402,2010-12-01,0,0.0,48.0
12402,2011-01-01,1,195.6,10.0
12402,2011-02-01,0,0.0,38.0
12402,2011-03-01,0,0.0,69.0
12402,2011-04-01,0,0.0,99.0
12402,2011-05-01,0,0.0,130.0
12406,2009-12-01,0,0.0,543.0
12406,2010-01-01,1,881.2,19.0
12406,2010-02-01,0,0.0,47.0
12406,2010-03-01,0,0.0,78.0
12406,2010-04-01,1,748.0,7.0
12406,2010-05-01,0,0.0,38.0
12406,2010-06-01,0,0.0,68.0
12406,2010-07-01,0,0.0,99.0
12406,2010-08-01,0,0.0,130.0
12406,2010-09-01,0,0.0,160.0
12406,2010-10-01,0,0.0,191.0
12406,2010-11-01,1,1345.8600000000001,24.0
12406,2010-12-01,0,0.0,55.0
12406,2011-01-01,0,0.0,86.0
12406,2011-02-01,0,0.0,114.0
12406,2011-03-01,0,0.0,145.0
12406,2011-04-01,0,0.0,175.0
12406,2011-05-01,0,0.0,206.0
12407,2009-12-01,0,0.0,543.0
12407,2010-01-01,0,0.0,543.0
12407,2010-02-01,0,0.0,543.0
12407,2010-03-01,0,0.0,543.0
12407,2010-04-01,0,0.0,543.0
12407,2010-05-01,0,0.0,543.0
12407,2010-06-01,0,0.0,543.0
12407,2010-07-01,0,0.0,543.0
12407,2010-08-01,0,0.0,543.0
12407,2010-09-01,0,0.0,543.0
12407,2010-10-01,0,0.0,543.0
12407,2010-11-01,0,0.0,543.0
12407,2010-12-01,0,0.0,543.0
12407,2011-01-01,0,0.0,543.0
12407,2011-02-01,0,0.0,543.0
12407,2011-03-01,1,211.3,10.0
12407,2011-04-01,1,239.66,11.0
12407,2011-05-01,0,0.0,42.0
12408,2009-12-01,0,0.0,543.0
12408,2010-01-01,0,0.0,543.0
12408,2010-02-01,0,0.0,543.0
12408,2010-03-01,0,0.0,543.0
12408,2010-04-01,0,0.0,543.0
12408,2010-05-01,0,0.0,543.0
12408,2010-06-01,0,0.0,543.0
12408,2010-07-01,1,179.1,1.0
12408,2010-08-01,0,0.0,32.0
12408,2010-09-01,1,285.06,14.0
12408,2010-10-01,0,0.0,45.0
12408,2010-11-01,1,823.06,10.0
12408,2010-12-01,0,0.0,41.0
12408,2011-01-01,0,0.0,72.0
12408,2011-02-01,0,0.0,100.0
12408,2011-03-01,2,762.59,6.0
12408,2011-04-01,0,0.0,36.0
12408,2011-05-01,0,0.0,67.0
12409,2009-12-01,0,0.0,543.0
12409,2010-01-01,0,0.0,543.0
12409,2010-02-01,0,0.0,543.0
12409,2010-03-01,0,0.0,543.0
12409,2010-04-01,0,0.0,543.0
12409,2010-05-01,1,6802.48,7.0
12409,2010-06-01,1,211.2,21.0
12409,2010-07-01,1,101.88,28.0
12409,2010-08-01,0,0.0,59.0
12409,2010-09-01,0,0.0,89.0
12409,2010-10-01,1,5231.0599999999995,15.0
12409,2010-11-01,0,0.0,45.0
12409,2010-12-01,0,0.0,76.0
12409,2011-01-01,0,0.0,107.0
12409,2011-02-01,0,0.0,135.0
12409,2011-03-01,0,0.0,166.0
12409,2011-04-01,0,0.0,196.0
12409,2011-05-01,0,0.0,227.0
12410,2009-12-01,0,0.0,543.0
12410,2010-01-01,0,0.0,543.0
12410,2010-02-01,0,0.0,543.0
12410,2010-03-01,0,0.0,543.0
12410,2010-04-01,0,0.0,543.0
12410,2010-05-01,0,0.0,543.0
12410,2010-06-01,0,0.0,543.0
12410,2010-07-01,1,240.38,5.0
12410,2010-08-01,0,0.0,36.0
12410,2010-09-01,0,0.0,66.0
12410,2010-10-01,0,0.0,97.0
12410,2010-11-01,0,0.0,127.0
12410,2010-12-01,0,0.0,158.0
12410,2011-01-01,0,0.0,189.0
12410,2011-02-01,2,533.33,23.0
12410,2011-03-01,0,0.0,54.0
12410,2011-04-01,0,0.0,84.0
12410,2011-05-01,0,0.0,115.0
12412,2009-12-01,0,0.0,543.0
12412,2010-01-01,0,0.0,543.0
12412,2010-02-01,0,0.0,543.0
12412,2010-03-01,0,0.0,543.0
12412,2010-04-01,0,0.0,543.0
12412,2010-05-01,0,0.0,543.0
12412,2010-06-01,1,634.88,11.0
12412,2010-07-01,0,0.0,42.0
12412,2010-08-01,1,451.90999999999997,21.0
12412,2010-09-01,0,0.0,51.0
12412,2010-10-01,0,0.0,82.0
12412,2010-11-01,1,175.26,27.0
12412,2010-12-01,0,0.0,58.0
12412,2011-01-01,0,0.0,89.0
12412,2011-02-01,0,0.0,117.0
12412,2011-03-01,0,0.0,148.0
12412,2011-04-01,0,0.0,178.0
12412,2011-05-01,0,0.0,209.0
12413,2009-12-01,0,0.0,543.0
12413,2010-01-01,0,0.0,543.0
12413,2010-02-01,0,0.0,543.0
12413,2010-03-01,0,0.0,543.0
12413,2010-04-01,0,0.0,543.0
12413,2010-05-01,0,0.0,543.0
12413,2010-06-01,0,0.0,543.0
12413,2010-07-01,0,0.0,543.0
12413,2010-08-01,0,0.0,543.0
12413,2010-09-01,0,0.0,543.0
12413,2010-10-01,0,0.0,543.0
12413,2010-11-01,1,185.35,27.0
12413,2010-12-01,0,0.0,58.0
12413,2011-01-01,1,425.25,24.0
12413,2011-02-01,0,0.0,52.0
12413,2011-03-01,0,0.0,83.0
12413,2011-04-01,1,84.65,12.0
12413,2011-05-01,0,0.0,43.0
12414,2009-12-01,0,0.0,543.0
12414,2010-01-01,0,0.0,543.0
12414,2010-02-01,0,0.0,543.0
12414,2010-03-01,0,0.0,543.0
12414,2010-04-01,0,0.0,543.0
12414,2010-05-01,0,0.0,543.0
12414,2010-06-01,0,0.0,543.0
12414,2010-07-01,0,0.0,543.0
12414,2010-08-01,0,0.0,543.0
12414,2010-09-01,1,90.0,27.0
12414,2010-10-01,0,0.0,58.0
12414,2010-11-01,0,0.0,88.0
12414,2010-12-01,0,0.0,119.0
12414,2011-01-01,0,0.0,150.0
12414,2011-02-01,1,113.75999999999999,25.0
12414,2011-03-01,0,0.0,56.0
12414,2011-04-01,1,202.8,3.0
12414,2011-05-01,1,125.85,24.0
12415,2009-12-01,0,0.0,543.0
12415,2010-01-01,0,0.0,543.0
12415,2010-02-01,0,0.0,543.0
12415,2010-03-01,0,0.0,543.0
12415,2010-04-01,0,0.0,543.0
12415,2010-05-01,0,0.0,543.0
12415,2010-06-01,1,2326.7400000000002,-1.0
12415,2010-07-01,1,336.24,14.0
12415,2010-08-01,0,0.0,45.0
12415,2010-09-01,0,0.0,75.0
12415,2010-10-01,1,250.98,15.0
12415,2010-11-01,1,16554.88,0.0
12415,2010-12-01,0,0.0,31.0
12415,2011-01-01,2,7092.9800000000005,20.0
12415,2011-02-01,1,14022.92,12.0
12415,2011-03-01,1,16726.84,27.0
12415,2011-04-01,0,0.0,57.0
12415,2011-05-01,2,12691.16,10.0
12417,2009-12-01,2,287.6,20.0
12417,2010-01-01,1,359.55,22.0
12417,2010-02-01,0,0.0,50.0
12417,2010-03-01,1,418.54,25.0
12417,2010-04-01,1,230.76,28.0
12417,2010-05-01,0,0.0,59.0
12417,2010-06-01,1,286.25,12.0
12417,2010-07-01,1,166.55,9.0
12417,2010-08-01,0,0.0,40.0
12417,2010-09-01,1,254.8,9.0
12417,2010-10-01,3,768.26,5.0
12417,2010-11-01,0,0.0,35.0
12417,2010-12-01,1,261.34,13.0
12417,2011-01-01,1,293.44,5.0
12417,2011-02-01,0,0.0,33.0
12417,2011-03-01,1,365.0,27.0
12417,2011-04-01,1,352.3,1.0
12417,2011-05-01,0,0.0,32.0
12418,2009-12-01,0,0.0,543.0
12418,2010-01-01,0,0.0,543.0
12418,2010-02-01,0,0.0,543.0
12418,2010-03-01,1,343.94,11.0
12418,2010-04-01,0,0.0,41.0
12418,2010-05-01,1,535.37,18.0
12418,2010-06-01,0,0.0,48.0
12418,2010-07-01,0,0.0,79.0
